wikidata_link,label
http://www.wikidata.org/entity/Q27084,parts-per notation
http://www.wikidata.org/entity/Q13119,serandite
http://www.wikidata.org/entity/Q114538,hapkeite
http://www.wikidata.org/entity/Q395099,ruizite
http://www.wikidata.org/entity/Q413375,brownleeite
http://www.wikidata.org/entity/Q19841415,haydeeite
http://www.wikidata.org/entity/Q19841446,housleyite
http://www.wikidata.org/entity/Q19860870,kalungaite
http://www.wikidata.org/entity/Q19860873,kapellasite
http://www.wikidata.org/entity/Q19860906,koksharovite
http://www.wikidata.org/entity/Q19860944,leverettite
http://www.wikidata.org/entity/Q19861000,markcooperite
http://www.wikidata.org/entity/Q19861006,martyite
http://www.wikidata.org/entity/Q19861039,mojaveite
http://www.wikidata.org/entity/Q19861117,ottoite
http://www.wikidata.org/entity/Q19861152,paratimroseite
http://www.wikidata.org/entity/Q19861187,pilawite-(Y)
http://www.wikidata.org/entity/Q19861208,pseudolyonsite
http://www.wikidata.org/entity/Q19861218,raisaite
http://www.wikidata.org/entity/Q19861289,starovaite
http://www.wikidata.org/entity/Q19862005,timroseite
http://www.wikidata.org/entity/Q19862069,yaroshevskite
http://www.wikidata.org/entity/Q19862077,zavalíaite
http://www.wikidata.org/entity/Q19862363,ziminaite
http://www.wikidata.org/entity/Q19906354,thorneite
http://www.wikidata.org/entity/Q20706675,karpenkoite
http://www.wikidata.org/entity/Q20826365,backite
http://www.wikidata.org/entity/Q21103115,glucose-6-phosphatase activity
http://www.wikidata.org/entity/Q21112509,peptide-serine-N-acetyltransferase activity
http://www.wikidata.org/entity/Q21112510,peptide-glutamate-N-acetyltransferase activity
http://www.wikidata.org/entity/Q21122890,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity
http://www.wikidata.org/entity/Q21682882,kainotropite
http://www.wikidata.org/entity/Q21683053,andychristyite
http://www.wikidata.org/entity/Q21762942,ribosomal-protein-alanine N-acetyltransferase activity
http://www.wikidata.org/entity/Q22320263,mannosyl-inositol phosphorylceramide phospholipase activity
http://www.wikidata.org/entity/Q22320264,mannosyl-diinositol phosphorylceramide phospholipase activity
http://www.wikidata.org/entity/Q22320318,D-galactose-1-phosphate phosphatase activity
http://www.wikidata.org/entity/Q22320319,L-galactose-1-phosphate phosphatase activity
http://www.wikidata.org/entity/Q24257064,borisenkoite
http://www.wikidata.org/entity/Q13087,caryopilite
http://www.wikidata.org/entity/Q118781,chrysotile
http://www.wikidata.org/entity/Q182264,albite
http://www.wikidata.org/entity/Q168227,allanite series
http://www.wikidata.org/entity/Q380942,aenigmatite
http://www.wikidata.org/entity/Q419794,sapphirine
http://www.wikidata.org/entity/Q421841,microcline
http://www.wikidata.org/entity/Q3976126,strontiowhitlockite
http://www.wikidata.org/entity/Q3976205,struvite-(K)
http://www.wikidata.org/entity/Q3991335,tillmannsite
http://www.wikidata.org/entity/Q3992029,tlapallite
http://www.wikidata.org/entity/Q4000547,turanite
http://www.wikidata.org/entity/Q4001223,tyretskite
http://www.wikidata.org/entity/Q4016722,vésigniéite
http://www.wikidata.org/entity/Q4017710,wakefieldite-(Ce)
http://www.wikidata.org/entity/Q4017711,wakefieldite-(Y)
http://www.wikidata.org/entity/Q4022643,yecoraite
http://www.wikidata.org/entity/Q4024417,ziesite
http://www.wikidata.org/entity/Q7902547,utahite
http://www.wikidata.org/entity/Q9333900,sarcopside
http://www.wikidata.org/entity/Q13583221,chopinite
http://www.wikidata.org/entity/Q18577843,bobdownsite
http://www.wikidata.org/entity/Q19740293,agaite
http://www.wikidata.org/entity/Q19810650,bairdite
http://www.wikidata.org/entity/Q19810695,brumadoite
http://www.wikidata.org/entity/Q19833330,chromschieffelinite
http://www.wikidata.org/entity/Q19833519,eckhardite
http://www.wikidata.org/entity/Q19833539,eurekadumpite
http://www.wikidata.org/entity/Q19833713,fuettererite
http://www.wikidata.org/entity/Q19841385,gillardite
http://www.wikidata.org/entity/Q19841398,grigorievite
http://www.wikidata.org/entity/Q19841407,gurimite
http://www.wikidata.org/entity/Q19833358,cryptophyllite
http://www.wikidata.org/entity/Q19833505,diegogattaite
http://www.wikidata.org/entity/Q19833527,ellingsenite
http://www.wikidata.org/entity/Q19833649,fivegite
http://www.wikidata.org/entity/Q19833676,fluorocronite
http://www.wikidata.org/entity/Q19841375,galuskinite
http://www.wikidata.org/entity/Q19860878,kasatkinite
http://www.wikidata.org/entity/Q19860936,laurentianite
http://www.wikidata.org/entity/Q19860978,magnesiorowlandite-(Y)
http://www.wikidata.org/entity/Q19861032,mieite-(Y)
http://www.wikidata.org/entity/Q19861139,paqueite
http://www.wikidata.org/entity/Q19861204,potassicmendeleevite-(Ce)
http://www.wikidata.org/entity/Q19861279,shlykovite
http://www.wikidata.org/entity/Q19861291,steedeite
http://www.wikidata.org/entity/Q19861302,strontiofluorite
http://www.wikidata.org/entity/Q19862055,whelanite
http://www.wikidata.org/entity/Q19862075,yusupovite
http://www.wikidata.org/entity/Q19862346,esquireite
http://www.wikidata.org/entity/Q19862353,lipuite
http://www.wikidata.org/entity/Q20706648,jeffbenite
http://www.wikidata.org/entity/Q20871748,perettiite-(Y)
http://www.wikidata.org/entity/Q21682933,wiklundite
http://www.wikidata.org/entity/Q21684043,odigitriaite
http://www.wikidata.org/entity/Q23894838,vránaite
http://www.wikidata.org/entity/Q24811973,epidote-törnebohmite series
http://www.wikidata.org/entity/Q26160656,selivanovaite
http://www.wikidata.org/entity/Q27037306,rippite
http://www.wikidata.org/entity/Q28002008,chirvinskyite
http://www.wikidata.org/entity/Q29471602,zagamiite
http://www.wikidata.org/entity/Q3814414,kellyite
http://www.wikidata.org/entity/Q3874544,nemalite
http://www.wikidata.org/entity/Q3895306,paraspurrite
http://www.wikidata.org/entity/Q3898535,pecoraite
http://www.wikidata.org/entity/Q3899113,pennine
http://www.wikidata.org/entity/Q3925561,pumpellyite-(Fe3+)
http://www.wikidata.org/entity/Q3925562,pumpellyite-(Fe2+)
http://www.wikidata.org/entity/Q3925563,pumpellyite-(Mg)
http://www.wikidata.org/entity/Q3925565,pumpellyite-(Mn2+)
http://www.wikidata.org/entity/Q3945168,sakharovaite
http://www.wikidata.org/entity/Q3963208,sobotkite
http://www.wikidata.org/entity/Q3980907,tantalite-(Mg)
http://www.wikidata.org/entity/Q3980910,tantalite-(Mn)
http://www.wikidata.org/entity/Q4014768,viséite
http://www.wikidata.org/entity/Q4020687,wollastonite-2M
http://www.wikidata.org/entity/Q4020688,wollastonite-3A-5A-7A
http://www.wikidata.org/entity/Q4020689,wollastonite-1A
http://www.wikidata.org/entity/Q4023969,zebedassite
http://www.wikidata.org/entity/Q4820292,Auerlite
http://www.wikidata.org/entity/Q4896624,thuringite
http://www.wikidata.org/entity/Q5419643,Excitation–contraction coupling
http://www.wikidata.org/entity/Q9138881,achroite
http://www.wikidata.org/entity/Q11694112,diallage
http://www.wikidata.org/entity/Q12084398,bowlingite
http://www.wikidata.org/entity/Q12121964,mauritzite
http://www.wikidata.org/entity/Q12129076,diabantite
http://www.wikidata.org/entity/Q12138812,parawollastonite
http://www.wikidata.org/entity/Q12146166,pyknotrop
http://www.wikidata.org/entity/Q3954747,selenium
http://www.wikidata.org/entity/Q3959658,shkatulkaite
http://www.wikidata.org/entity/Q3963205,sobolevite
http://www.wikidata.org/entity/Q3983055,tellurium
http://www.wikidata.org/entity/Q3991652,tinzenite
http://www.wikidata.org/entity/Q4000016,tsumgallite
http://www.wikidata.org/entity/Q4016650,vuonnemite
http://www.wikidata.org/entity/Q4018056,walthierite
http://www.wikidata.org/entity/Q4022907,yoshimuraite
http://www.wikidata.org/entity/Q4114062,beaverite-(Zn)
http://www.wikidata.org/entity/Q7406996,salzburgite
http://www.wikidata.org/entity/Q11607857,epidote mineral group
http://www.wikidata.org/entity/Q13218173,kaolinite mineral subgroup
http://www.wikidata.org/entity/Q13368799,natroalunite
http://www.wikidata.org/entity/Q18002865,descloizite subgroup
http://www.wikidata.org/entity/Q18002867,adelite subgroup
http://www.wikidata.org/entity/Q19746493,alburnite
http://www.wikidata.org/entity/Q19799765,åskagenite-(Nd)
http://www.wikidata.org/entity/Q19833536,eringaite
http://www.wikidata.org/entity/Q19833629,ferriakasakaite-(La)
http://www.wikidata.org/entity/Q19833631,ferriandrosite-(La)
http://www.wikidata.org/entity/Q19841452,hutcheonite
http://www.wikidata.org/entity/Q19861027,menzerite-(Y)
http://www.wikidata.org/entity/Q19861181,pieczkaite
http://www.wikidata.org/entity/Q3606358,agardite-(Nd)
http://www.wikidata.org/entity/Q3634526,baratovite
http://www.wikidata.org/entity/Q3636192,batisite
http://www.wikidata.org/entity/Q3665049,cerchiaraite-(Mn)
http://www.wikidata.org/entity/Q3665704,chabournéite
http://www.wikidata.org/entity/Q3680800,clinotobermorite
http://www.wikidata.org/entity/Q3680801,clinotyrolite
http://www.wikidata.org/entity/Q3695712,costibite
http://www.wikidata.org/entity/Q3753548,frohbergite
http://www.wikidata.org/entity/Q3777658,chevkinite mineral group
http://www.wikidata.org/entity/Q3782448,haineaultite
http://www.wikidata.org/entity/Q3787764,hyalotekite
http://www.wikidata.org/entity/Q3810156,joséite
http://www.wikidata.org/entity/Q3812892,kapitsaite-(Y)
http://www.wikidata.org/entity/Q3813309,katayamalite
http://www.wikidata.org/entity/Q3817336,kullerudite
http://www.wikidata.org/entity/Q3835475,liveingite
http://www.wikidata.org/entity/Q3850366,marumoite
http://www.wikidata.org/entity/Q3852045,mattagamite
http://www.wikidata.org/entity/Q3855549,metauranocircite II
http://www.wikidata.org/entity/Q3860321,molybdomenite
http://www.wikidata.org/entity/Q3877306,nisbite
http://www.wikidata.org/entity/Q3880978,oenite
http://www.wikidata.org/entity/Q3881331,okanoganite-(Y)
http://www.wikidata.org/entity/Q3895265,parapierrotite
http://www.wikidata.org/entity/Q3903496,pierrotite
http://www.wikidata.org/entity/Q3906740,plombièrite
http://www.wikidata.org/entity/Q2089518,smoky quartz (morion)
http://www.wikidata.org/entity/Q2252335,fraipontite
http://www.wikidata.org/entity/Q2252850,antigorite
http://www.wikidata.org/entity/Q2295514,tsavorite
http://www.wikidata.org/entity/Q2414437,demantoid
http://www.wikidata.org/entity/Q2502146,larimar
http://www.wikidata.org/entity/Q2541153,orthochamosite
http://www.wikidata.org/entity/Q2706053,cronstedtite
http://www.wikidata.org/entity/Q2739455,Meerschaum
http://www.wikidata.org/entity/Q338106,alunite
http://www.wikidata.org/entity/Q404955,aikinite
http://www.wikidata.org/entity/Q409470,pyrophyllite
http://www.wikidata.org/entity/Q409733,uvarovite
http://www.wikidata.org/entity/Q3860216,molybdophyllite
http://www.wikidata.org/entity/Q3870378,naquite
http://www.wikidata.org/entity/Q3876060,nickelphosphide
http://www.wikidata.org/entity/Q3876696,nierite
http://www.wikidata.org/entity/Q3886377,osbornite
http://www.wikidata.org/entity/Q3900132,perryite
http://www.wikidata.org/entity/Q3928082,qusongite
http://www.wikidata.org/entity/Q3930541,rauvite
http://www.wikidata.org/entity/Q3938130,roaldite
http://www.wikidata.org/entity/Q3960141,siderazot
http://www.wikidata.org/entity/Q3961908,sinoite
http://www.wikidata.org/entity/Q3976687,suessite
http://www.wikidata.org/entity/Q3984502,ternesite
http://www.wikidata.org/entity/Q3993046,tongbaite
http://www.wikidata.org/entity/Q4021824,xifengite
http://www.wikidata.org/entity/Q4022558,yarlongite
http://www.wikidata.org/entity/Q5042890,carlsbergite
http://www.wikidata.org/entity/Q6596894,andreyivanovite
http://www.wikidata.org/entity/Q16267576,pascoite mineral group
http://www.wikidata.org/entity/Q16861651,zadovite
http://www.wikidata.org/entity/Q17105402,qingsongite
http://www.wikidata.org/entity/Q18459050,tanohataite
http://www.wikidata.org/entity/Q949350,coupling object
http://www.wikidata.org/entity/Q1067020,aeschynite-(Nd)
http://www.wikidata.org/entity/Q2551988,jordanite
http://www.wikidata.org/entity/Q3606118,aeschynite-(Y)
http://www.wikidata.org/entity/Q3661527,cascandite
http://www.wikidata.org/entity/Q3676065,chukhrovite-(Y)
http://www.wikidata.org/entity/Q3731650,ericssonite
http://www.wikidata.org/entity/Q3746704,florenskyite
http://www.wikidata.org/entity/Q3775858,gratonite
http://www.wikidata.org/entity/Q3777525,tantalcarbide mineral group
http://www.wikidata.org/entity/Q3777558,astrophyllite mineral group
http://www.wikidata.org/entity/Q3779836,gupeiite
http://www.wikidata.org/entity/Q3803344,isovite
http://www.wikidata.org/entity/Q3815600,kirkiite
http://www.wikidata.org/entity/Q3827511,latiumite
http://www.wikidata.org/entity/Q3833146,linzhiite
http://www.wikidata.org/entity/Q3853002,mavlyanovite
http://www.wikidata.org/entity/Q3854260,melliniite
http://www.wikidata.org/entity/Q28114567,risörite
http://www.wikidata.org/entity/Q52170621,charmarite-3T
http://www.wikidata.org/entity/Q52170673,charmarite-2H
http://www.wikidata.org/entity/Q52171350,tyrolite-1M
http://www.wikidata.org/entity/Q52171397,tyrolite-2M
http://www.wikidata.org/entity/Q52305342,calcioandyrobertsite-1M
http://www.wikidata.org/entity/Q52305467,calcioandyrobertsite-2O
http://www.wikidata.org/entity/Q52463795,berndtite-2T
http://www.wikidata.org/entity/Q52463896,berndtite-4H
http://www.wikidata.org/entity/Q56400457,davidite-(Y)
http://www.wikidata.org/entity/Q61478608,avdeevite
http://www.wikidata.org/entity/Q66444645,Chasen kusenaoshi
http://www.wikidata.org/entity/Q119632,sillimanite
http://www.wikidata.org/entity/Q134583,talc
http://www.wikidata.org/entity/Q426723,sanidine
http://www.wikidata.org/entity/Q429614,ankangite
http://www.wikidata.org/entity/Q430034,moonstone
http://www.wikidata.org/entity/Q6748802,manganoan calcite
http://www.wikidata.org/entity/Q6817061,menilite
http://www.wikidata.org/entity/Q7294971,rashleighite
http://www.wikidata.org/entity/Q7508426,siderophyllite
http://www.wikidata.org/entity/Q9337520,potassium feldspar
http://www.wikidata.org/entity/Q10350376,plasma
http://www.wikidata.org/entity/Q11541052,yangzhumingite
http://www.wikidata.org/entity/Q12078567,antiperthite
http://www.wikidata.org/entity/Q12079779,aphryzite
http://www.wikidata.org/entity/Q12083043,bobkovite
http://www.wikidata.org/entity/Q12798922,plumboan calcite
http://www.wikidata.org/entity/Q14552475,onyx marble
http://www.wikidata.org/entity/Q18614733,maruyamaite
http://www.wikidata.org/entity/Q18700442,adachiite
http://www.wikidata.org/entity/Q19810652,balestraite
http://www.wikidata.org/entity/Q19833329,chromo-alumino-povondraite
http://www.wikidata.org/entity/Q19833490,darrellhenryite
http://www.wikidata.org/entity/Q19833668,fluor-dravite
http://www.wikidata.org/entity/Q19833669,fluor-elbaite
http://www.wikidata.org/entity/Q19833678,fluorokinoshitalite
http://www.wikidata.org/entity/Q19833679,fluorophlogopite
http://www.wikidata.org/entity/Q19833680,fluorotetraferriphlogopite
http://www.wikidata.org/entity/Q19833682,fluor-schorl
http://www.wikidata.org/entity/Q19833683,fluor-tsilaisite
http://www.wikidata.org/entity/Q19860959,luanshiweiite
http://www.wikidata.org/entity/Q420948,hollandite
http://www.wikidata.org/entity/Q424270,danburite
http://www.wikidata.org/entity/Q424880,pyrochroite
http://www.wikidata.org/entity/Q425076,germanite
http://www.wikidata.org/entity/Q542011,stibiocolusite
http://www.wikidata.org/entity/Q637080,tantalite
http://www.wikidata.org/entity/Q677619,dumortierite
http://www.wikidata.org/entity/Q129611,cleveite
http://www.wikidata.org/entity/Q192141,augite
http://www.wikidata.org/entity/Q316671,diopside
http://www.wikidata.org/entity/Q531280,chloritoid
http://www.wikidata.org/entity/Q623026,aqualite
http://www.wikidata.org/entity/Q1058783,seligmannite
http://www.wikidata.org/entity/Q1070987,steacyite
http://www.wikidata.org/entity/Q1113914,belovite-(Ce)
http://www.wikidata.org/entity/Q1445390,laihunite
http://www.wikidata.org/entity/Q1532374,glushinskite
http://www.wikidata.org/entity/Q1658151,ikranite
http://www.wikidata.org/entity/Q1823777,liebenbergite
http://www.wikidata.org/entity/Q1923318,monticellite
http://www.wikidata.org/entity/Q2252771,ottrélite
http://www.wikidata.org/entity/Q2271409,woodhouseite
http://www.wikidata.org/entity/Q2668239,svanbergite
http://www.wikidata.org/entity/Q2754504,chromdiopside
http://www.wikidata.org/entity/Q2856416,lizardite
http://www.wikidata.org/entity/Q2899329,berthierine
http://www.wikidata.org/entity/Q2925579,brindleyite
http://www.wikidata.org/entity/Q3116129,greenalite
http://www.wikidata.org/entity/Q3285226,manandonite
http://www.wikidata.org/entity/Q3501357,Hessonite
http://www.wikidata.org/entity/Q3631336,axinite-(Mg)
http://www.wikidata.org/entity/Q3631337,axinite-(Fe)
http://www.wikidata.org/entity/Q3631339,axinite-(Mn)
http://www.wikidata.org/entity/Q3676109,churchite-(Nd)
http://www.wikidata.org/entity/Q3683804,columbite-(Fe)
http://www.wikidata.org/entity/Q3683806,columbite-(Mg)
http://www.wikidata.org/entity/Q3683807,columbite-(Mn)
http://www.wikidata.org/entity/Q3720821,ekmanite
http://www.wikidata.org/entity/Q3756862,gadolinite-(Y)
http://www.wikidata.org/entity/Q3776724,ferroan saponite
http://www.wikidata.org/entity/Q3785456,hibschite
http://www.wikidata.org/entity/Q3797550,incaite
http://www.wikidata.org/entity/Q3811067,julgoldite-(Fe3+)
http://www.wikidata.org/entity/Q1057300,hornblende rootname series
http://www.wikidata.org/entity/Q1072899,helvine
http://www.wikidata.org/entity/Q2573999,danalite
http://www.wikidata.org/entity/Q2705947,dickite
http://www.wikidata.org/entity/Q3541475,tsaregorodtsevite
http://www.wikidata.org/entity/Q3623971,arsenoflorencite-(Ce)
http://www.wikidata.org/entity/Q3623972,arsenoflorencite-(La)
http://www.wikidata.org/entity/Q3623973,arsenoflorencite-(Nd)
http://www.wikidata.org/entity/Q3633438,balliranoite
http://www.wikidata.org/entity/Q3639713,bicchulite
http://www.wikidata.org/entity/Q3655162,cancrisilite
http://www.wikidata.org/entity/Q3680804,niigataite
http://www.wikidata.org/entity/Q3703775,davyne
http://www.wikidata.org/entity/Q3906781,plumbotellurite
http://www.wikidata.org/entity/Q3930471,rathite
http://www.wikidata.org/entity/Q3937925,riversideite
http://www.wikidata.org/entity/Q3952791,scotlandite
http://www.wikidata.org/entity/Q3954647,seidozerite
http://www.wikidata.org/entity/Q3954667,seinäjokite
http://www.wikidata.org/entity/Q3959260,shcherbakovite
http://www.wikidata.org/entity/Q3992095,tobermorite
http://www.wikidata.org/entity/Q4011073,vicanite-(Ce)
http://www.wikidata.org/entity/Q4017632,wadalite
http://www.wikidata.org/entity/Q17448983,hundholmenite-(Y)
http://www.wikidata.org/entity/Q18534281,rinkite mineral group
http://www.wikidata.org/entity/Q19705255,chlorkyuygenite
http://www.wikidata.org/entity/Q19726993,adrianite
http://www.wikidata.org/entity/Q19749160,aleksandrovite
http://www.wikidata.org/entity/Q19767699,alnaperbøeite-(Ce)
http://www.wikidata.org/entity/Q19810655,barikaite
http://www.wikidata.org/entity/Q19810662,baumhauerite II
http://www.wikidata.org/entity/Q19810686,boscardinite
http://www.wikidata.org/entity/Q19833297,carducciite
http://www.wikidata.org/entity/Q19833309,cerchiaraite-(Al)
http://www.wikidata.org/entity/Q19833310,cerchiaraite-(Fe)
http://www.wikidata.org/entity/Q19833325,chivruaiite
http://www.wikidata.org/entity/Q19833529,eltyubyuite
http://www.wikidata.org/entity/Q2896295,benjaminite
http://www.wikidata.org/entity/Q2997400,corkite
http://www.wikidata.org/entity/Q3381506,phosphohedyphane
http://www.wikidata.org/entity/Q3612651,alluaivite
http://www.wikidata.org/entity/Q3621296,arapovite
http://www.wikidata.org/entity/Q3623976,arsenohauchecornite
http://www.wikidata.org/entity/Q3637112,bazirite
http://www.wikidata.org/entity/Q3637862,belovite-(La)
http://www.wikidata.org/entity/Q3640451,bismutohauchecornite
http://www.wikidata.org/entity/Q3650481,calciohilairite
http://www.wikidata.org/entity/Q3658165,caracolite
http://www.wikidata.org/entity/Q3658277,carbokentbrooksite
http://www.wikidata.org/entity/Q3677443,ciprianiite
http://www.wikidata.org/entity/Q3680544,clerite
http://www.wikidata.org/entity/Q3699572,cupropavonite
http://www.wikidata.org/entity/Q3705146,deloneite
http://www.wikidata.org/entity/Q3742064,feklichevite
http://www.wikidata.org/entity/Q3743246,ferrokentbrooksite
http://www.wikidata.org/entity/Q3746845,fluorcaphite
http://www.wikidata.org/entity/Q3746857,fluorstrophite
http://www.wikidata.org/entity/Q3757848,gallobeudantite
http://www.wikidata.org/entity/Q3891706,palenzonaite
http://www.wikidata.org/entity/Q3895144,parakuzmenkoite-Fe
http://www.wikidata.org/entity/Q3940016,rodolicoite
http://www.wikidata.org/entity/Q3952221,schäferite
http://www.wikidata.org/entity/Q3954254,segelerite
http://www.wikidata.org/entity/Q3960177,sidorenkite
http://www.wikidata.org/entity/Q3980333,takéuchiite
http://www.wikidata.org/entity/Q3985455,thalcusite
http://www.wikidata.org/entity/Q3990786,thorbastnäsite
http://www.wikidata.org/entity/Q4019853,wilhelmvierlingite
http://www.wikidata.org/entity/Q4024466,zincolibethenite
http://www.wikidata.org/entity/Q4024616,zodacite
http://www.wikidata.org/entity/Q11499206,brackebuschite
http://www.wikidata.org/entity/Q15044201,zincolivenite
http://www.wikidata.org/entity/Q18011416,hydroxylbastnäsite-(REE) series
http://www.wikidata.org/entity/Q19841393,grandaite
http://www.wikidata.org/entity/Q19862103,manganberzeliite
http://www.wikidata.org/entity/Q19890838,berzeliite
http://www.wikidata.org/entity/Q55897038,belogubite
http://www.wikidata.org/entity/Q57803690,fanfaniite
http://www.wikidata.org/entity/Q3620742,fluorapophyllite-(Na)
http://www.wikidata.org/entity/Q3649227,magnesian annabergite
http://www.wikidata.org/entity/Q3680788,clinoenstatite
http://www.wikidata.org/entity/Q3680791,clinoferrosilite
http://www.wikidata.org/entity/Q3720433,aegirine-augite
http://www.wikidata.org/entity/Q3777515,pyrochlore mineral group
http://www.wikidata.org/entity/Q3777516,pyroxene mineral group
http://www.wikidata.org/entity/Q3777545,apophyllite mineral group
http://www.wikidata.org/entity/Q3777628,betafite group
http://www.wikidata.org/entity/Q3787816,hydropyrochlore
http://www.wikidata.org/entity/Q3796494,ilmenorutile
http://www.wikidata.org/entity/Q3860580,monazite-(Ce)
http://www.wikidata.org/entity/Q3860582,monazite-(La)
http://www.wikidata.org/entity/Q3860583,monazite-(Nd)
http://www.wikidata.org/entity/Q3860584,monazite-(Sm)
http://www.wikidata.org/entity/Q3887792,oxycalciopyrochlore
http://www.wikidata.org/entity/Q3887794,oxycalciobetafite
http://www.wikidata.org/entity/Q3887801,oxyuranobetafite
http://www.wikidata.org/entity/Q3903543,bologna stone
http://www.wikidata.org/entity/Q3905722,cuprian melanterite
http://www.wikidata.org/entity/Q3976204,strüverite
http://www.wikidata.org/entity/Q4024470,zincowoodwardite-1T
http://www.wikidata.org/entity/Q4024471,zincowoodwardite-3R
http://www.wikidata.org/entity/Q4402339,ferrosilite
http://www.wikidata.org/entity/Q5065822,ceylonite
http://www.wikidata.org/entity/Q4024463,native zinc
http://www.wikidata.org/entity/Q4024572,zircophyllite
http://www.wikidata.org/entity/Q6956734,nabalamprophyllite
http://www.wikidata.org/entity/Q12077906,alumobritholite
http://www.wikidata.org/entity/Q12169247,chevkinite-(Ce)
http://www.wikidata.org/entity/Q15278433,oxyyttropyrochlore-(Y)
http://www.wikidata.org/entity/Q16062426,kuratite
http://www.wikidata.org/entity/Q17212987,vanadoallanite-(La)
http://www.wikidata.org/entity/Q18335730,uedaite-(Ce)
http://www.wikidata.org/entity/Q19810696,bulgakite
http://www.wikidata.org/entity/Q19833507,dingdaohengite-(Ce)
http://www.wikidata.org/entity/Q19833530,emmerichite
http://www.wikidata.org/entity/Q19833630,ferriallanite-(La)
http://www.wikidata.org/entity/Q19833671,fluorlamprophyllite
http://www.wikidata.org/entity/Q19833718,ferrotellurite
http://www.wikidata.org/entity/Q19860949,lileyite
http://www.wikidata.org/entity/Q19860981,makarochkinite
http://www.wikidata.org/entity/Q19860987,manganiandrosite-(Ce)
http://www.wikidata.org/entity/Q19860996,maoniupingite-(Ce)
http://www.wikidata.org/entity/Q19861057,nalivkinite
http://www.wikidata.org/entity/Q19861320,tarbagataite
http://www.wikidata.org/entity/Q19862032,vanadoandrosite-(Ce)
http://www.wikidata.org/entity/Q19862049,warkite
http://www.wikidata.org/entity/Q20287818,fogoite-(Y)
http://www.wikidata.org/entity/Q19799640,aradite
http://www.wikidata.org/entity/Q19810659,barrydawsonite-(Y)
http://www.wikidata.org/entity/Q19810692,britvinite
http://www.wikidata.org/entity/Q19833328,christofschäferite-(Ce)
http://www.wikidata.org/entity/Q19833334,chukhrovite-(Ca)
http://www.wikidata.org/entity/Q19833335,chukhrovite-(Ce)
http://www.wikidata.org/entity/Q19833336,chukhrovite-(Nd)
http://www.wikidata.org/entity/Q19833636,ferroericssonite
http://www.wikidata.org/entity/Q19841405,gunterite
http://www.wikidata.org/entity/Q19841409,halamishite
http://www.wikidata.org/entity/Q19860903,kokinosite
http://www.wikidata.org/entity/Q19861004,schizolite
http://www.wikidata.org/entity/Q19861048,murashkoite
http://www.wikidata.org/entity/Q19861055,nabimusaite
http://www.wikidata.org/entity/Q19861065,negevite
http://www.wikidata.org/entity/Q19861175,petersite-(Ce)
http://www.wikidata.org/entity/Q19861203,postite
http://www.wikidata.org/entity/Q19861219,rakovanite
http://www.wikidata.org/entity/Q19861264,schindlerite
http://www.wikidata.org/entity/Q19861283,silicocarnotite
http://www.wikidata.org/entity/Q19862052,wernerbaurite
http://www.wikidata.org/entity/Q19862085,zuktamrurite
http://www.wikidata.org/entity/Q20830647,taniajacoite
http://www.wikidata.org/entity/Q23005381,dargaite
http://www.wikidata.org/entity/Q24255311,marcobaldiite
http://www.wikidata.org/entity/Q26980938,hydropascoite
http://www.wikidata.org/entity/Q28002064,roymillerite
http://www.wikidata.org/entity/Q28002158,arsenmarcobaldiite
http://www.wikidata.org/entity/Q19861301,stronadelphite
http://www.wikidata.org/entity/Q28002036,hydroxykenoelsmoreite
http://www.wikidata.org/entity/Q37247691,manganiakasakaite-(La)
http://www.wikidata.org/entity/Q58835569,ferriakasakaite-(Ce)
http://www.wikidata.org/entity/Q76825838,johnkoivulaite
http://www.wikidata.org/entity/Q22693,Olivine
http://www.wikidata.org/entity/Q411137,benitoite
http://www.wikidata.org/entity/Q28122959,burroite
http://www.wikidata.org/entity/Q28125119,murakamiite
http://www.wikidata.org/entity/Q28855003,perrierite mineral group
http://www.wikidata.org/entity/Q29475873,stracherite
http://www.wikidata.org/entity/Q29475930,ariegilatite
http://www.wikidata.org/entity/Q30335964,levantite
http://www.wikidata.org/entity/Q30444261,side
http://www.wikidata.org/entity/Q42303347,strontioruizite
http://www.wikidata.org/entity/Q52407127,petersite-(La)
http://www.wikidata.org/entity/Q58835145,kupletskite mineral group
http://www.wikidata.org/entity/Q58835203,devitoite mineral group
http://www.wikidata.org/entity/Q58886566,okieite
http://www.wikidata.org/entity/Q58887610,barringerite mineral group
http://www.wikidata.org/entity/Q61496618,edscottite
http://www.wikidata.org/entity/Q61539917,nickolayite
http://www.wikidata.org/entity/Q66458828,tsikourasite
http://www.wikidata.org/entity/Q66480251,polekhovskyite
http://www.wikidata.org/entity/Q68767186,nazarovite
http://www.wikidata.org/entity/Q76847654,IMA2019-039
http://www.wikidata.org/entity/Q80184775,badengzhuite
http://www.wikidata.org/entity/Q87168292,grammatikopoulosite
http://www.wikidata.org/entity/Q58959,aquamarine
http://www.wikidata.org/entity/Q3844531,manganokhomyakovite
http://www.wikidata.org/entity/Q3860080,mogovidite
http://www.wikidata.org/entity/Q3866448,mottanaite-(Ce)
http://www.wikidata.org/entity/Q3867080,mummeite
http://www.wikidata.org/entity/Q3882683,oneillite
http://www.wikidata.org/entity/Q3888403,pabstite
http://www.wikidata.org/entity/Q3898372,pavonite
